vertex,fsaverage_vertex,parcel,mni152_r,mni152_a,mni152_s
12103,151967,DefaultA_PFCm_2_LH,-7.767,49.629,-9.470
12104,151984,SomMotA_26_LH,-23.554,-46.185,69.842
12105,151992,TempPar_2_LH,-65.983,-22.595,-1.230
12106,152000,SomMotA_7_LH,-45.016,-29.269,68.512
12107,152026,TempPar_5_LH,-70.525,-37.022,11.214
12108,152035,DefaultA_PFCd_2_LH,-23.648,31.512,36.802
12109,152047,DefaultA_PFCm_4_LH,-12.170,45.827,11.940
12110,152048,SomMotB_Cent_6_LH,-49.422,-10.880,35.143
12111,152072,SomMotA_9_LH,-41.246,-33.214,52.768
12112,152092,DefaultC_PHC_3_LH,-31.519,-39.519,-14.407
12113,152094,SalVentAttnB_PFCl_4_LH,-38.630,28.062,34.742
12114,152099,DefaultB_Temp_1_LH,-52.981,-2.025,-30.981
12115,152111,LimbicA_TempPole_8_LH,-63.946,-28.345,-22.412
12116,152118,DefaultA_pCunPCC_8_LH,-0.783,-8.888,41.103
12117,152154,DefaultB_Temp_7_LH,-47.602,-37.100,3.685
12118,152155,DorsAttnB_FEF_1_LH,-46.069,-1.429,49.222
12119,152190,DefaultA_IPL_3_LH,-42.430,-73.394,48.124
12120,152192,DorsAttnA_SPL_7_LH,-26.157,-51.328,47.411
12121,152248,DefaultC_PHC_1_LH,-16.215,-13.150,-24.464
12122,152260,SomMotB_Cent_8_LH,-40.521,-17.480,37.427
12123,152272,SalVentAttnB_Ins_4_LH,-40.587,17.292,1.108
12124,152286,DorsAttnA_SPL_8_LH,-33.337,-63.683,50.590
12125,152287,DefaultB_Temp_5_LH,-58.962,-40.262,5.395
12126,152303,SalVentAttnA_ParOper_1_LH,-50.093,-34.071,28.422
12127,152312,ContA_Temp_2_LH,-54.245,-60.388,-2.272
12128,152323,DorsAttnB_FEF_1_LH,-36.547,-3.379,46.965
12129,152331,DefaultA_pCunPCC_11_LH,-1.196,-56.715,49.506
12130,152341,Background+FreeSurfer_Defined_Medial_Wall,-39.699,-28.988,-11.596
12131,152346,DefaultA_pCunPCC_5_LH,-10.418,-40.392,33.701
12132,152347,LimbicA_TempPole_9_LH,-36.424,15.908,-46.583
12133,152368,DorsAttnA_ParOcc_3_LH,-54.366,-59.773,20.172
12134,152389,ContB_IPL_3_LH,-50.287,-47.441,45.868
12135,152436,SalVentAttnB_PFCl_2_LH,-38.144,49.593,33.317
12136,152437,Background+FreeSurfer_Defined_Medial_Wall,-20.582,-38.228,5.799
12137,152447,VisCent_ExStr_6_LH,-26.833,-77.395,-16.402
12138,152450,ContB_Temp_2_LH,-56.569,-51.063,-8.130
12139,152464,TempPar_3_LH,-60.277,-45.772,7.248
12140,152499,Background+FreeSurfer_Defined_Medial_Wall,-21.894,-0.099,-13.145
12141,152506,DefaultB_PFCv_3_LH,-40.698,29.858,-2.585
12142,152526,DefaultA_pCunPCC_2_LH,-2.251,-44.420,17.715
12143,152535,Background+FreeSurfer_Defined_Medial_Wall,-13.328,-21.576,-18.817
12144,152544,Background+FreeSurfer_Defined_Medial_Wall,-16.716,0.014,-13.759
12145,152567,VisCent_ExStr_3_LH,-23.938,-58.198,-11.048
12146,152576,VisCent_ExStr_16_LH,-32.717,-81.372,16.148
12147,152583,ContC_pCun_1_LH,-15.680,-64.183,30.312
12148,152614,DefaultB_PFCv_5_LH,-40.539,23.179,0.456
12149,152615,VisCent_ExStr_7_LH,-45.315,-80.935,-3.441
12150,152616,VisPeri_ExStrInf_4_LH,-9.463,-48.686,-1.119
12151,152625,DefaultB_Temp_5_LH,-68.580,-45.144,-5.536
12152,152639,DorsAttnA_SPL_10_LH,-6.833,-66.328,62.921
12153,152641,Background+FreeSurfer_Defined_Medial_Wall,-0.128,-20.803,19.557
12154,152649,SomMotB_Cent_5_LH,-64.551,-6.598,38.740
12155,152651,DefaultA_PFCm_5_LH,-29.935,55.352,10.427
12156,152661,DorsAttnA_TempOcc_5_LH,-56.377,-71.132,6.577
12157,152665,SomMotA_6_LH,-4.840,-1.595,49.102
12158,152690,DefaultA_PFCd_2_LH,-23.406,30.578,36.305
12159,152717,Background+FreeSurfer_Defined_Medial_Wall,-1.765,-20.383,6.824
12160,152727,DorsAttnA_TempOcc_5_LH,-41.641,-64.632,3.953
12161,152740,DorsAttnA_SPL_11_LH,-34.591,-54.658,67.367
12162,152741,DefaultA_PFCm_6_LH,-7.199,55.132,24.242
12163,152749,DorsAttnA_SPL_2_LH,-26.319,-74.451,49.714
12164,152759,SomMotA_6_LH,-1.245,-8.622,56.209
12165,152808,SalVentAttnB_PFCd_1_LH,-13.418,6.484,66.750
12166,152813,SomMotA_2_LH,-8.548,-9.454,41.079
12167,152852,LimbicB_OFC_3_LH,-21.380,26.448,-19.790
12168,152866,LimbicA_TempPole_10_LH,-34.011,-45.245,-22.711
12169,152883,SomMotB_Cent_8_LH,-47.007,-12.055,38.226
12170,152892,DefaultA_PFCd_2_LH,-24.852,29.633,36.783
12171,152894,DorsAttnB_FEF_1_LH,-41.792,-0.999,55.892
12172,152897,VisCent_ExStr_16_LH,-36.573,-91.584,16.589
12173,152901,LimbicB_OFC_10_LH,-29.213,62.122,-16.755
12174,152920,DefaultC_IPL_2_LH,-29.465,-79.361,35.691
12175,152925,ContB_IPL_2_LH,-50.763,-48.161,56.915
12176,152931,SomMotA_15_LH,-25.192,-36.570,58.803
12177,152937,LimbicA_TempPole_5_LH,-44.618,-13.279,-32.363
12178,152952,DefaultB_Temp_4_LH,-70.009,-18.823,-6.352
12179,152970,LimbicA_TempPole_10_LH,-42.188,-23.915,-21.150
12180,152986,ContA_IPS_3_LH,-42.752,-38.989,47.090
12181,152989,SomMotA_23_LH,-26.724,-27.117,70.800
12182,153016,DefaultA_IPL_1_LH,-41.672,-59.321,28.306
12183,153035,LimbicA_TempPole_3_LH,-17.327,0.244,-33.698
12184,153037,ContC_pCun_4_LH,-6.330,-65.948,59.666
12185,153038,VisPeri_ExStrSup_5_LH,-14.821,-72.353,30.696
12186,153051,VisCent_ExStr_5_LH,-46.590,-86.319,-5.438
12187,153055,ContB_PFClv_1_LH,-41.003,60.159,-1.325
12188,153143,DorsAttnA_SPL_4_LH,-26.081,-64.303,37.407
12189,153158,VisPeri_ExStrSup_4_LH,-3.562,-81.109,18.219
12190,153163,DorsAttnB_PostC_9_LH,-18.585,-56.048,70.467
12191,153178,DorsAttnB_FEF_4_LH,-26.355,0.615,72.589
12192,153191,Background+FreeSurfer_Defined_Medial_Wall,-1.464,26.613,14.337
12193,153201,Background+FreeSurfer_Defined_Medial_Wall,0.247,-40.013,14.934
12194,153203,DefaultA_IPL_2_LH,-49.840,-63.176,36.820
12195,153231,DorsAttnA_TempOcc_1_LH,-46.965,-40.923,-21.401
12196,153248,DefaultA_pCunPCC_4_LH,-0.846,-66.597,27.060
12197,153260,DorsAttnB_PostC_8_LH,-7.973,-61.841,58.298
12198,153280,DorsAttnB_FEF_1_LH,-43.430,-1.856,51.079
12199,153286,SomMotA_3_LH,-46.231,-13.840,49.850
12200,153321,DefaultB_Temp_1_LH,-48.115,5.625,-26.719
12201,153323,DefaultA_PFCd_2_LH,-30.560,30.907,46.323
12202,153350,ContC_pCun_1_LH,-14.442,-72.037,37.718
12203,153357,DefaultB_PFCd_2_LH,-27.761,59.504,26.214
12204,153372,DefaultC_Rsp_2_LH,-8.009,-51.936,3.117
12205,153401,SomMotB_Cent_2_LH,-68.943,-14.548,16.628
12206,153432,DefaultA_PFCm_3_LH,-16.088,72.251,13.454
12207,153462,VisCent_ExStr_8_LH,-39.654,-91.589,-8.815
12208,153464,DorsAttnA_TempOcc_1_LH,-46.505,-38.848,-19.333
12209,153465,Background+FreeSurfer_Defined_Medial_Wall,-31.291,-29.786,-3.048
12210,153470,DorsAttnB_PostC_4_LH,-46.458,-24.016,43.514
12211,153502,DefaultB_PFCd_3_LH,-1.420,41.215,41.465
12212,153510,DefaultA_IPL_4_LH,-47.620,-56.433,58.658
12213,153520,DefaultA_PFCm_1_LH,-1.703,65.224,-10.240
12214,153527,Background+FreeSurfer_Defined_Medial_Wall,-0.219,-17.985,-6.527
12215,153547,SomMotA_24_LH,-1.086,-29.091,72.803
12216,153548,VisPeri_StriCal_2_LH,-5.023,-74.533,11.217
12217,153566,ContA_Temp_2_LH,-58.661,-58.782,7.178
12218,153578,DorsAttnA_ParOcc_3_LH,-59.318,-62.586,25.037
12219,153619,SomMotB_Ins_1_LH,-34.408,-22.535,7.901
12220,153620,SomMotA_24_LH,-1.093,-36.832,70.213
12221,153629,Background+FreeSurfer_Defined_Medial_Wall,-3.586,5.759,28.304
12222,153639,SomMotB_S2_7_LH,-49.244,-21.534,20.096
12223,153655,DorsAttnA_SPL_6_LH,-19.530,-79.190,55.072
12224,153704,TempPar_2_LH,-51.131,-14.025,-8.902
12225,153708,DorsAttnB_PostC_8_LH,-11.740,-55.839,59.202
12226,153718,DorsAttnA_TempOcc_2_LH,-21.945,-44.844,-12.678
12227,153722,SomMotB_S2_5_LH,-62.645,12.298,11.616
12228,153734,LimbicB_OFC_8_LH,-3.420,27.747,-13.817
12229,153742,DefaultA_PFCm_4_LH,-12.321,46.702,1.868
12230,153751,SomMotA_24_LH,-2.021,-25.397,74.979
12231,153765,ContA_PFClv_2_LH,-43.619,40.181,7.746
12232,153774,ContC_pCun_1_LH,-10.973,-73.513,34.544
12233,153785,DorsAttnA_SPL_8_LH,-31.589,-63.460,61.875
12234,153838,DefaultA_pCunPCC_11_LH,-2.474,-52.834,35.307
12235,153844,SalVentAttnA_FrMed_3_LH,-3.690,-1.260,49.271
12236,153870,Background+FreeSurfer_Defined_Medial_Wall,-2.644,3.917,-10.332
12237,153891,DefaultB_PFCd_2_LH,-26.400,65.598,17.756
12238,153911,DorsAttnB_FEF_1_LH,-47.161,-2.097,54.771
12239,153918,SalVentAttnA_ParMed_1_LH,-11.597,-18.958,39.062
12240,153986,SomMotA_17_LH,-25.423,-40.601,72.897
12241,153989,DorsAttnA_ParOcc_2_LH,-42.242,-71.939,21.870
12242,153994,LimbicA_TempPole_9_LH,-37.272,16.054,-23.813
12243,154004,Background+FreeSurfer_Defined_Medial_Wall,-13.643,-18.055,-21.237
12244,154015,DefaultB_PFCd_6_LH,-14.818,40.664,55.021
12245,154016,VisPeri_ExStrSup_6_LH,-15.436,-86.447,26.692
12246,154034,SomMotA_13_LH,-2.223,-21.519,48.733
12247,154048,DefaultB_Temp_4_LH,-70.782,-14.962,-11.288
12248,154085,LimbicA_TempPole_6_LH,-21.256,3.951,-44.099
12249,154093,ContA_PFClv_1_LH,-42.072,57.846,10.473
12250,154110,SalVentAttnA_ParMed_1_LH,-8.389,-14.470,46.020
12251,154139,Background+FreeSurfer_Defined_Medial_Wall,-27.456,3.398,-18.714
12252,154163,SalVentAttnA_FrMed_2_LH,-0.893,5.967,40.580
12253,154175,VisCent_Striate_2_LH,-5.325,-102.538,-6.797
12254,154195,SalVentAttnB_PFCl_2_LH,-40.640,43.169,34.580
12255,154203,DorsAttnA_TempOcc_3_LH,-46.102,-59.198,-9.400
12256,154213,SalVentAttnB_PFCl_1_LH,-47.261,47.420,21.183
12257,154260,SomMotA_25_LH,-1.203,-17.589,70.332
12258,154298,DefaultB_PFCd_1_LH,-13.540,63.870,19.443
12259,154330,TempPar_7_LH,-51.469,-47.446,21.265
12260,154333,DefaultA_PFCm_8_LH,-10.311,36.613,24.051
12261,154334,VisCent_ExStr_9_LH,-51.875,-70.583,4.186
12262,154348,DorsAttnA_SPL_8_LH,-34.319,-65.180,56.037
12263,154354,DefaultA_pCunPCC_11_LH,-2.576,-54.005,51.748
12264,154437,ContA_PFCl_3_LH,-39.689,6.812,33.152
12265,154453,DefaultA_PFCd_2_LH,-26.603,31.761,40.153
12266,154454,SalVentAttnA_FrMed_3_LH,-7.892,9.635,52.818
12267,154472,DefaultA_PFCm_4_LH,-0.713,45.576,3.613
12268,154497,ContB_Temp_1_LH,-60.494,-42.599,-24.988
12269,154527,Background+FreeSurfer_Defined_Medial_Wall,-11.167,14.148,-18.588
12270,154539,SomMotB_Cent_6_LH,-42.501,-14.887,35.091
12271,154542,Background+FreeSurfer_Defined_Medial_Wall,-19.278,-0.091,-14.212
12272,154584,DorsAttnA_TempOcc_4_LH,-54.084,-70.654,-11.682
12273,154586,LimbicA_TempPole_6_LH,-29.431,15.819,-30.152
12274,154611,Background+FreeSurfer_Defined_Medial_Wall,-6.917,-30.446,2.146
12275,154612,DefaultA_IPL_1_LH,-57.540,-66.699,28.993
12276,154629,TempPar_1_LH,-51.591,-1.723,-18.818
12277,154635,DefaultC_PHC_2_LH,-33.070,-25.435,-19.789
12278,154644,VisCent_Striate_1_LH,-3.858,-96.831,-4.154
12279,154648,LimbicA_TempPole_1_LH,-36.340,0.336,-49.903
12280,154654,VisCent_ExStr_6_LH,-32.695,-84.313,-19.747
12281,154661,DefaultB_Temp_1_LH,-61.276,7.529,-22.509
12282,154663,LimbicA_TempPole_7_LH,-32.465,-21.323,-32.359
12283,154664,SalVentAttnB_PFCl_2_LH,-27.598,41.438,23.392
12284,154674,DefaultB_IPL_2_LH,-51.692,-55.427,18.433
12285,154698,DefaultA_PFCm_4_LH,-11.763,45.375,8.307
12286,154744,DefaultB_PFCv_7_LH,-59.123,24.827,21.801
12287,154749,VisCent_Striate_2_LH,-4.111,-102.629,0.886
12288,154755,ContB_PFCmp_1_LH,-2.809,27.066,44.958
12289,154761,DefaultB_Temp_2_LH,-57.033,-13.792,-22.865
12290,154764,SalVentAttnB_PFCl_1_LH,-40.704,42.382,13.417
12291,154766,SomMotB_Cent_7_LH,-54.688,-6.082,52.800
12292,154771,DefaultB_PFCv_7_LH,-59.555,26.329,18.892
12293,154780,LimbicA_TempPole_10_LH,-44.491,-24.004,-20.642
12294,154835,VisCent_Striate_3_LH,-1.524,-88.120,0.475
12295,154855,DefaultA_PFCd_1_LH,-19.072,47.056,32.483
12296,154868,SalVentAttnB_PFCl_2_LH,-28.989,42.485,26.616
12297,154918,DefaultB_Temp_1_LH,-50.802,-2.471,-30.591
12298,154935,LimbicA_TempPole_10_LH,-36.376,-42.415,-24.800
12299,154983,ContB_IPL_1_LH,-49.965,-46.666,37.489
12300,154984,VisPeri_ExStrInf_3_LH,-11.494,-78.269,-5.823
12301,155023,Background+FreeSurfer_Defined_Medial_Wall,-11.963,-16.837,-21.736
12302,155025,DefaultA_PFCm_4_LH,-4.410,56.795,-0.521
12303,155028,SomMotB_S2_7_LH,-48.952,-24.009,15.624
12304,155055,VisCent_ExStr_15_LH,-16.033,-96.763,28.305
12305,155060,SomMotA_27_LH,-12.507,-13.553,74.648
12306,155072,VisCent_ExStr_13_LH,-7.407,-102.559,14.495
12307,155077,LimbicB_OFC_2_LH,-10.334,24.152,-26.960
12308,155134,SomMotA_4_LH,-53.740,-26.607,56.402
12309,155163,SomMotB_S2_5_LH,-64.612,4.514,10.856
12310,155192,SalVentAttnA_FrMed_1_LH,-3.614,15.275,51.710
12311,155234,DefaultC_IPL_2_LH,-32.074,-87.169,34.251
12312,155235,VisCent_ExStr_4_LH,-20.723,-70.167,-4.961
12313,155243,ContB_IPL_1_LH,-60.568,-60.975,33.126
12314,155245,DorsAttnA_TempOcc_2_LH,-22.430,-41.526,-14.209
12315,155251,DefaultA_PFCd_3_LH,-20.200,23.440,47.423
12316,155256,ContB_Temp_1_LH,-69.436,-33.065,-15.389
12317,155264,ContA_Temp_1_LH,-49.966,-53.203,-23.416
12318,155274,ContA_Temp_2_LH,-62.397,-62.031,-1.589
12319,155282,DorsAttnB_PostC_10_LH,-12.095,-56.393,71.685
12320,155290,SomMotB_S2_4_LH,-45.029,-10.329,13.154
12321,155332,DefaultB_PFCv_5_LH,-46.986,22.613,-5.448
12322,155347,SalVentAttnB_PFCl_1_LH,-44.260,34.887,16.142
12323,155349,ContB_PFClv_3_LH,-34.024,65.765,6.474
12324,155359,VisCent_ExStr_5_LH,-47.699,-84.223,-3.215
12325,155361,SomMotB_Cent_7_LH,-49.173,-12.669,45.075
12326,155404,DefaultB_PFCl_1_LH,-45.552,21.634,49.577
12327,155410,VisCent_ExStr_14_LH,-49.067,-79.389,22.880
12328,155419,DefaultB_PFCd_5_LH,-10.498,45.852,53.841
12329,155429,DefaultA_PFCm_6_LH,-1.389,64.227,4.240
12330,155437,DefaultA_PFCm_8_LH,-1.164,38.691,22.530
12331,155454,SomMotA_6_LH,-1.090,-10.472,53.184
12332,155462,SalVentAttnB_PFCl_2_LH,-24.757,47.477,20.386
12333,155517,DefaultA_PFCd_3_LH,-27.687,19.363,56.404
12334,155531,ContA_Temp_1_LH,-52.268,-62.220,-13.434
12335,155544,DefaultA_PFCm_6_LH,-6.268,57.732,9.335
12336,155556,Background+FreeSurfer_Defined_Medial_Wall,-12.444,-8.477,-16.322
12337,155578,SalVentAttnA_ParOper_3_LH,-59.794,-33.155,26.141
12338,155584,DorsAttnB_PostC_1_LH,-57.905,-16.589,29.158
12339,155601,SalVentAttnB_PFCl_1_LH,-49.697,42.183,12.879
12340,155633,ContA_PFClv_1_LH,-38.040,44.847,5.704
12341,155674,Background+FreeSurfer_Defined_Medial_Wall,-36.103,-4.647,-26.632
12342,155700,LimbicB_OFC_4_LH,-4.107,13.088,-24.069
12343,155710,VisCent_ExStr_4_LH,-21.905,-70.436,-12.921
12344,155725,VisPeri_ExStrSup_6_LH,-10.439,-92.527,34.886
12345,155726,SomMotB_Cent_6_LH,-53.989,-9.617,33.415
12346,155730,SomMotB_Ins_1_LH,-36.149,-16.666,17.309
12347,155734,DefaultB_Temp_6_LH,-47.712,-25.125,-6.800
12348,155741,VisCent_ExStr_15_LH,-31.541,-91.825,23.734
12349,155746,DefaultC_IPL_1_LH,-45.701,-70.112,19.864
12350,155751,VisPeri_StriCal_4_LH,-9.013,-74.438,15.412
12351,155769,Background+FreeSurfer_Defined_Medial_Wall,0.018,-31.965,22.104
12352,155782,DorsAttnA_TempOcc_5_LH,-56.803,-69.713,-2.539
12353,155873,ContC_pCun_3_LH,-1.260,-68.564,48.425
12354,155896,VisCent_ExStr_9_LH,-49.970,-66.279,11.845
12355,155916,DorsAttnA_TempOcc_4_LH,-55.515,-72.329,-5.547
12356,155920,ContB_IPL_5_LH,-35.881,-54.503,44.632
12357,155932,SalVentAttnB_PFCl_1_LH,-44.769,45.598,26.294
12358,155939,VisCent_ExStr_4_LH,-23.188,-78.349,-10.670
12359,156009,VisCent_ExStr_6_LH,-15.902,-91.446,-16.926
12360,156045,SomMotB_S2_8_LH,-54.593,-18.714,13.869
12361,156104,SalVentAttnA_ParOper_5_LH,-66.441,-27.560,44.209
12362,156105,DefaultA_PFCm_5_LH,-27.674,55.663,16.274
12363,156109,SomMotA_1_LH,-55.189,-22.059,45.401
12364,156176,VisPeri_ExStrSup_1_LH,-20.479,-62.485,18.727
12365,156221,SomMotA_22_LH,-24.465,-35.716,73.162
12366,156262,Background+FreeSurfer_Defined_Medial_Wall,-2.095,27.839,13.592
12367,156277,DefaultA_pCunPCC_2_LH,-5.405,-52.812,23.334
12368,156321,SalVentAttnB_PFCl_3_LH,-37.449,40.736,38.092
12369,156349,DefaultB_PFCd_5_LH,-1.714,45.417,43.204
12370,156368,VisCent_ExStr_17_LH,-20.336,-86.803,19.592
12371,156399,LimbicA_TempPole_1_LH,-34.370,9.168,-48.677
12372,156402,DorsAttnB_PostC_8_LH,-2.206,-60.615,54.144
12373,156403,LimbicB_OFC_8_LH,-8.695,32.582,-11.292
12374,156427,DefaultC_Rsp_2_LH,-8.542,-54.344,10.666
12375,156434,Background+FreeSurfer_Defined_Medial_Wall,-17.579,-19.634,-16.649
12376,156452,TempPar_7_LH,-47.380,-46.099,19.713
12377,156466,DefaultB_PFCd_4_LH,-14.583,59.672,36.632
12378,156470,ContA_PFClv_2_LH,-39.958,41.447,8.249
12379,156509,SalVentAttnA_Ins_1_LH,-41.055,-2.269,-13.235
12380,156521,DefaultA_pCunPCC_4_LH,-2.126,-54.414,28.981
12381,156570,VisCent_ExStr_3_LH,-28.815,-51.821,-9.985
12382,156603,DefaultB_Temp_5_LH,-59.883,-39.114,5.045
12383,156631,SomMotA_16_LH,-29.483,-26.063,69.559
12384,156664,VisPeri_StriCal_2_LH,-7.164,-69.953,11.746
12385,156681,ContB_PFCl_2_LH,-43.867,3.810,40.246
12386,156686,LimbicA_TempPole_3_LH,-37.607,-13.320,-43.068
12387,156700,VisCent_ExStr_1_LH,-28.864,-54.947,-18.245
12388,156714,LimbicB_OFC_5_LH,-9.742,49.895,-22.719
12389,156718,DorsAttnB_PostC_7_LH,-33.387,-42.247,61.330
12390,156725,DorsAttnA_ParOcc_3_LH,-53.680,-71.347,18.183
12391,156730,ContB_Temp_2_LH,-62.490,-58.428,-14.365
12392,156743,VisPeri_ExStrSup_1_LH,-20.978,-61.626,17.890
12393,156755,DefaultB_PFCv_3_LH,-33.187,26.447,-7.911
12394,156759,SomMotB_Aud_2_LH,-59.470,-15.909,9.758
12395,156779,TempPar_3_LH,-65.829,-50.512,14.024
12396,156789,TempPar_5_LH,-68.660,-27.445,0.176
12397,156803,ContC_pCun_6_LH,-3.184,-52.367,51.421
12398,156827,LimbicB_OFC_2_LH,-10.122,22.671,-24.813
12399,156836,VisPeri_ExStrSup_6_LH,-17.847,-90.963,30.384
12400,156890,ContA_PFClv_2_LH,-42.375,41.918,8.385
12401,156896,SomMotB_Aud_7_LH,-44.204,-31.595,16.830
12402,156937,ContA_PFCl_4_LH,-39.162,23.471,21.830
12403,156967,Background+FreeSurfer_Defined_Medial_Wall,-36.852,-11.722,-17.073
12404,156968,SomMotA_9_LH,-40.850,-31.846,70.849
12405,156970,SalVentAttnA_ParMed_2_LH,-12.251,-28.966,41.062
12406,156977,SalVentAttnA_ParOper_3_LH,-55.900,-30.357,24.511
12407,156981,SomMotB_S2_7_LH,-47.660,-25.602,15.133
12408,156982,DefaultB_PFCd_1_LH,-17.862,66.286,18.096
12409,156986,VisCent_Striate_1_LH,-11.738,-94.944,-13.865
12410,156989,DefaultA_PFCm_1_LH,-11.595,55.808,-3.944
12411,157107,SalVentAttnA_ParOper_2_LH,-58.936,-36.572,29.885
12412,157108,VisPeri_ExStrSup_7_LH,-8.691,-85.920,43.794
12413,157145,Background+FreeSurfer_Defined_Medial_Wall,-36.531,15.331,-17.773
12414,157172,SalVentAttnA_ParOper_5_LH,-58.621,-36.380,46.455
12415,157176,ContB_PFClv_2_LH,-26.487,59.772,3.107
12416,157183,SomMotB_Aud_6_LH,-70.465,-29.016,14.064
12417,157209,DefaultC_PHC_4_LH,-22.045,-38.517,-15.685
12418,157215,DorsAttnA_SPL_3_LH,-28.747,-76.622,38.932
12419,157236,VisCent_ExStr_2_LH,-43.079,-76.709,-14.101
12420,157261,SalVentAttnB_PFCl_1_LH,-51.195,39.937,24.681
12421,157334,ContA_PFCl_4_LH,-41.055,33.133,16.826
12422,157356,Background+FreeSurfer_Defined_Medial_Wall,-7.229,-27.386,13.907
12423,157360,LimbicA_TempPole_2_LH,-45.793,-16.956,-37.433
12424,157361,DefaultB_PFCv_6_LH,-55.621,41.497,-1.075
12425,157427,ContB_PFCmp_1_LH,-2.793,32.481,44.519
12426,157431,DorsAttnB_PostC_6_LH,-36.776,-34.485,51.651
12427,157433,DefaultA_PFCm_3_LH,-14.938,71.979,1.321
12428,157456,DefaultA_PFCm_6_LH,-4.130,57.724,14.706
12429,157469,DefaultC_IPL_2_LH,-40.393,-83.615,34.824
12430,157470,TempPar_5_LH,-70.254,-33.622,3.969
12431,157487,DorsAttnA_TempOcc_1_LH,-45.981,-32.472,-21.504
12432,157501,VisCent_Striate_2_LH,-11.953,-105.406,4.806
12433,157514,VisCent_ExStr_6_LH,-13.421,-93.661,-14.406
12434,157525,DefaultB_Temp_3_LH,-53.492,3.010,-17.694
12435,157567,ContC_pCun_6_LH,-2.557,-40.916,54.613
12436,157585,ContA_Temp_1_LH,-52.578,-48.042,-24.233
12437,157624,SomMotA_14_LH,-33.003,-11.483,66.899
12438,157625,SalVentAttnB_PFCmp_2_LH,-11.583,30.557,27.156
12439,157636,DefaultC_PHC_1_LH,-17.383,-17.556,-23.364
12440,157640,LimbicB_OFC_2_LH,-13.119,34.491,-21.405
12441,157711,DorsAttnA_SPL_3_LH,-27.008,-80.389,36.978
12442,157722,VisCent_ExStr_15_LH,-22.446,-100.068,15.555
12443,157725,ContB_IPL_1_LH,-55.512,-47.896,36.190
12444,157741,SalVentAttnA_FrOper_2_LH,-42.821,-0.297,13.776
12445,157765,LimbicA_TempPole_3_LH,-38.834,-8.535,-37.957
12446,157771,VisCent_ExStr_6_LH,-12.935,-89.220,-18.602
12447,157792,DefaultA_PFCm_6_LH,-2.104,64.764,11.215
12448,157793,DorsAttnA_SPL_8_LH,-29.700,-67.159,63.095
12449,157802,VisCent_ExStr_6_LH,-28.794,-86.557,-19.908
12450,157854,Background+FreeSurfer_Defined_Medial_Wall,-0.210,-15.036,3.425
12451,157863,ContB_PFClv_2_LH,-35.909,60.903,0.488
12452,157899,DefaultA_PFCm_2_LH,-10.475,40.012,-9.074
12453,157901,DefaultA_PFCm_1_LH,-6.414,62.907,-3.435
12454,157912,SomMotA_8_LH,-35.903,-24.522,49.282
12455,157947,DefaultC_PHC_4_LH,-27.269,-39.384,-11.288
12456,157982,DorsAttnB_PostC_8_LH,-1.350,-55.354,55.232
12457,158015,Background+FreeSurfer_Defined_Medial_Wall,-12.691,-13.537,-20.447
12458,158022,SalVentAttnB_PFCd_1_LH,-14.404,5.485,66.268
12459,158038,DorsAttnB_FEF_1_LH,-39.355,-0.843,54.115
12460,158073,DefaultB_PFCd_3_LH,-2.490,37.626,29.164
12461,158082,VisCent_ExStr_2_LH,-35.568,-80.753,-18.699
12462,158092,VisPeri_ExStrInf_5_LH,-20.768,-47.364,-0.311
12463,158105,DefaultB_PFCv_5_LH,-49.680,25.574,7.557
12464,158119,ContA_PFClv_2_LH,-39.745,33.441,14.811
12465,158186,VisCent_ExStr_3_LH,-28.419,-59.606,-5.314
12466,158230,ContA_IPS_6_LH,-33.368,-42.642,41.227
12467,158232,TempPar_2_LH,-68.519,-12.580,-4.407
12468,158252,ContC_pCun_2_LH,-10.351,-77.389,41.286
12469,158279,SalVentAttnB_PFCl_3_LH,-35.593,36.968,32.326
12470,158284,DorsAttnA_TempOcc_6_LH,-50.850,-55.505,7.415
12471,158290,DorsAttnA_ParOcc_1_LH,-40.564,-70.545,20.557
12472,158326,ContC_Cingp_2_LH,-4.508,-17.376,28.455
12473,158328,TempPar_5_LH,-64.926,-26.279,1.572
12474,158340,DefaultB_PFCd_4_LH,-23.551,49.617,38.791
12475,158361,VisPeri_StriCal_4_LH,-12.631,-84.218,7.786
12476,158362,DefaultC_Rsp_2_LH,-9.472,-57.306,10.616
12477,158368,SalVentAttnB_PFCl_1_LH,-49.886,33.859,19.566
12478,158383,ContA_IPS_3_LH,-48.006,-32.052,52.543
12479,158393,Background+FreeSurfer_Defined_Medial_Wall,-28.534,-22.108,-19.499
12480,158426,ContA_Cingm_1_LH,-3.475,2.434,30.311
12481,158469,DefaultB_PFCv_7_LH,-58.799,30.707,4.946
12482,158475,Background+FreeSurfer_Defined_Medial_Wall,-36.913,-38.919,-5.582
12483,158494,DorsAttnA_ParOcc_3_LH,-45.148,-67.126,18.193
12484,158501,Background+FreeSurfer_Defined_Medial_Wall,-0.412,2.226,15.407
12485,158504,ContA_IPS_3_LH,-46.386,-39.459,43.250
12486,158525,SalVentAttnA_FrOper_4_LH,-51.513,7.384,16.421
12487,158527,DefaultB_PFCv_7_LH,-51.462,22.024,13.236
12488,158542,DefaultB_PFCl_1_LH,-52.693,16.560,44.795
12489,158558,VisCent_ExStr_13_LH,-11.506,-103.561,14.130
