vertex,fsaverage_vertex,parcel,mni152_r,mni152_a,mni152_s
3863,50325,DorsAttnA_TempOcc_1_LH,-48.726,-35.301,-19.182
3864,50341,ContB_Temp_1_LH,-64.755,-35.820,-21.615
3865,50343,LimbicA_TempPole_10_LH,-26.839,-32.310,-19.977
3866,50351,LimbicA_TempPole_8_LH,-57.311,-35.511,-18.730
3867,50353,LimbicA_TempPole_10_LH,-25.282,-32.470,-22.085
3868,50362,LimbicA_TempPole_8_LH,-48.464,-37.100,-26.193
3869,50364,LimbicA_TempPole_8_LH,-59.694,-36.483,-21.104
3870,50377,LimbicA_TempPole_8_LH,-64.012,-37.271,-24.207
3871,50382,LimbicA_TempPole_8_LH,-62.573,-37.868,-25.819
3872,50387,LimbicA_TempPole_8_LH,-60.241,-37.058,-27.761
3873,50390,SomMotA_29_LH,-11.572,-34.080,81.790
3874,50394,SomMotA_29_LH,-9.320,-33.430,81.107
3875,50400,SomMotA_26_LH,-14.760,-33.373,80.698
3876,50404,SomMotA_29_LH,-7.288,-33.019,78.743
3877,50406,SomMotA_26_LH,-17.200,-33.741,78.959
3878,50435,SomMotA_18_LH,-28.723,-34.540,74.650
3879,50439,SomMotA_28_LH,-5.213,-34.300,75.115
3880,50490,SomMotA_29_LH,-11.666,-33.690,70.309
3881,50515,SomMotA_22_LH,-21.416,-35.492,68.662
3882,50524,SomMotA_9_LH,-40.807,-34.292,69.937
3883,50548,SomMotA_22_LH,-20.491,-35.694,67.671
3884,50559,SomMotA_24_LH,-1.405,-34.055,65.892
3885,50580,SomMotA_18_LH,-29.588,-35.209,64.439
3886,50584,SomMotA_9_LH,-45.126,-34.716,65.323
3887,50587,SomMotA_18_LH,-27.509,-35.009,63.879
3888,50595,SomMotA_24_LH,-2.370,-34.234,62.460
3889,50627,SomMotA_9_LH,-46.665,-34.528,62.446
3890,50643,SomMotA_9_LH,-43.923,-35.175,60.741
3891,50674,SomMotA_9_LH,-34.002,-36.474,57.567
3892,50689,SomMotA_13_LH,-2.446,-35.761,54.249
3893,50707,SomMotA_12_LH,-4.865,-35.778,52.958
3894,50715,SomMotA_9_LH,-32.794,-36.766,55.001
3895,50727,ContA_IPS_3_LH,-51.698,-32.841,56.673
3896,50729,ContA_IPS_2_LH,-54.588,-32.211,57.220
3897,50730,ContA_IPS_2_LH,-56.161,-32.845,57.512
3898,50733,SalVentAttnA_ParMed_5_LH,-13.573,-35.184,51.966
3899,50755,ContA_IPS_2_LH,-59.462,-33.490,54.997
3900,50762,ContA_IPS_3_LH,-47.321,-32.842,53.457
3901,50781,ContA_IPS_2_LH,-59.691,-35.907,51.540
3902,50788,ContA_IPS_3_LH,-43.805,-32.892,50.528
3903,50792,ContA_IPS_3_LH,-50.531,-31.394,49.716
3904,50806,ContA_IPS_2_LH,-60.430,-36.341,48.251
3905,50812,ContA_IPS_3_LH,-41.285,-33.337,48.458
3906,50819,SalVentAttnA_ParMed_2_LH,-16.873,-34.128,45.467
3907,50845,DefaultA_pCunPCC_10_LH,-4.826,-32.754,48.451
3908,50874,SalVentAttnA_ParOper_2_LH,-63.495,-32.981,44.876
3909,50876,DefaultA_pCunPCC_10_LH,-1.224,-35.787,41.265
3910,50877,DefaultA_pCunPCC_10_LH,-2.729,-37.877,39.923
3911,50885,DorsAttnB_PostC_5_LH,-37.192,-32.673,43.672
3912,50909,SalVentAttnA_ParOper_2_LH,-61.048,-31.817,41.794
3913,50948,SalVentAttnA_ParOper_2_LH,-65.598,-30.778,40.615
3914,50955,SalVentAttnA_ParOper_2_LH,-61.620,-31.650,38.880
3915,50956,SalVentAttnA_ParOper_2_LH,-62.507,-30.579,38.689
3916,50974,SalVentAttnA_ParOper_2_LH,-63.369,-30.315,36.281
3917,50975,SalVentAttnA_ParOper_2_LH,-67.567,-30.835,36.895
3918,50978,SalVentAttnA_ParOper_2_LH,-54.838,-35.247,32.989
3919,50983,DefaultA_pCunPCC_5_LH,-4.941,-34.671,37.287
3920,51000,SalVentAttnA_ParOper_2_LH,-68.762,-31.756,32.129
3921,51001,DefaultA_pCunPCC_5_LH,-1.575,-33.041,35.099
3922,51005,SalVentAttnA_ParOper_2_LH,-61.871,-32.049,32.152
3923,51025,SalVentAttnA_ParOper_1_LH,-47.847,-33.974,27.237
3924,51051,Background+FreeSurfer_Defined_Medial_Wall,-1.615,-34.056,24.198
3925,51076,SomMotB_Aud_6_LH,-68.389,-31.246,22.122
3926,51088,SomMotB_Aud_7_LH,-38.447,-32.008,17.292
3927,51101,SomMotB_Aud_6_LH,-60.919,-31.228,18.411
3928,51107,SomMotB_Aud_6_LH,-55.067,-31.906,17.406
3929,51129,SomMotB_Aud_6_LH,-70.437,-33.781,15.642
3930,51133,SomMotB_Aud_7_LH,-39.350,-33.075,14.733
3931,51140,SomMotB_Aud_7_LH,-48.586,-32.370,15.281
3932,51192,TempPar_5_LH,-59.098,-35.176,6.285
3933,51198,TempPar_5_LH,-70.510,-35.575,6.238
3934,51209,DefaultB_Temp_7_LH,-53.848,-35.779,3.979
3935,51217,TempPar_5_LH,-66.927,-36.022,4.589
3936,51219,TempPar_5_LH,-69.613,-35.833,5.010
3937,51231,Background+FreeSurfer_Defined_Medial_Wall,-6.362,-34.438,5.713
3938,51237,DefaultB_Temp_7_LH,-48.772,-36.486,2.372
3939,51239,DefaultB_Temp_7_LH,-51.112,-35.609,1.457
3940,51258,Background+FreeSurfer_Defined_Medial_Wall,-9.532,-33.354,1.032
3941,51265,Background+FreeSurfer_Defined_Medial_Wall,-29.357,-32.293,-0.139
3942,51266,Background+FreeSurfer_Defined_Medial_Wall,-31.204,-33.097,0.927
3943,51301,Background+FreeSurfer_Defined_Medial_Wall,-22.787,-33.619,-1.809
3944,51310,DefaultB_Temp_7_LH,-47.428,-33.451,-0.488
3945,51311,Background+FreeSurfer_Defined_Medial_Wall,-29.012,-33.584,-2.532
3946,51317,DefaultB_Temp_7_LH,-48.635,-33.673,-1.067
3947,51320,Background+FreeSurfer_Defined_Medial_Wall,-35.080,-34.100,-4.099
3948,51349,DefaultB_Temp_5_LH,-61.679,-33.472,-1.471
3949,51350,DefaultB_Temp_5_LH,-64.073,-33.506,-0.762
3950,51352,DefaultC_PHC_5_LH,-12.733,-33.964,-6.785
3951,51360,DefaultC_PHC_5_LH,-12.437,-33.870,-7.816
3952,51361,Background+FreeSurfer_Defined_Medial_Wall,-16.218,-34.093,-6.876
3953,51377,Background+FreeSurfer_Defined_Medial_Wall,-38.517,-34.667,-8.809
3954,51381,DefaultB_Temp_5_LH,-70.401,-33.456,-10.839
3955,51383,DefaultC_PHC_5_LH,-12.267,-33.958,-9.920
3956,51388,Background+FreeSurfer_Defined_Medial_Wall,-29.284,-34.563,-9.792
3957,51399,ContB_Temp_1_LH,-63.543,-33.509,-12.586
3958,51403,ContB_Temp_1_LH,-68.875,-33.106,-13.322
3959,51425,DefaultC_PHC_4_LH,-15.015,-34.263,-14.369
3960,51444,DefaultC_PHC_4_LH,-26.507,-35.985,-15.246
3961,51448,DefaultC_PHC_4_LH,-31.265,-35.486,-14.560
3962,51455,DefaultC_PHC_4_LH,-19.936,-36.941,-17.115
3963,51473,DorsAttnA_TempOcc_1_LH,-46.005,-34.436,-18.825
3964,51506,DorsAttnA_TempOcc_1_LH,-49.438,-34.768,-20.655
3965,51508,DefaultB_Temp_2_LH,-56.267,-33.985,-17.785
3966,51513,DefaultC_PHC_2_LH,-31.057,-32.125,-18.816
3967,51535,LimbicA_TempPole_10_LH,-39.397,-34.910,-23.893
3968,51540,LimbicA_TempPole_10_LH,-26.257,-32.355,-24.062
3969,51544,LimbicA_TempPole_10_LH,-33.579,-36.012,-26.763
3970,51551,LimbicA_TempPole_8_LH,-62.387,-37.498,-22.831
3971,51559,LimbicA_TempPole_8_LH,-47.761,-35.564,-27.774
3972,51567,LimbicA_TempPole_8_LH,-54.408,-34.426,-28.886
3973,51590,SomMotA_29_LH,-9.381,-31.683,77.719
3974,51598,SomMotA_22_LH,-18.392,-33.386,77.083
3975,51612,SomMotA_22_LH,-25.131,-33.713,76.192
3976,51618,SomMotA_24_LH,-3.442,-33.259,75.228
3977,51626,SomMotA_22_LH,-21.578,-33.881,74.348
3978,51652,SomMotA_22_LH,-18.923,-34.445,72.831
3979,51668,SomMotA_18_LH,-31.993,-35.066,71.989
3980,51689,SomMotA_28_LH,-9.234,-33.533,69.609
3981,51703,SomMotA_18_LH,-30.640,-35.841,68.390
3982,51712,SomMotA_23_LH,-13.431,-32.278,67.008
3983,51717,SomMotA_9_LH,-44.145,-33.388,68.048
3984,51739,SomMotA_9_LH,-46.443,-33.509,65.452
3985,51750,SomMotA_24_LH,-2.326,-32.651,62.407
3986,51752,SomMotA_9_LH,-47.930,-33.623,62.481
3987,51783,SomMotA_9_LH,-37.226,-34.210,58.772
3988,51785,SomMotA_9_LH,-39.489,-33.870,58.526
3989,51804,SomMotA_12_LH,-10.216,-35.186,54.542
3990,51809,SomMotA_9_LH,-36.406,-33.691,55.447
3991,51818,SomMotA_9_LH,-34.597,-34.527,54.647
3992,51822,SomMotA_13_LH,-4.027,-34.396,52.099
3993,51827,SalVentAttnA_ParMed_5_LH,-11.564,-34.150,53.167
3994,51842,SomMotA_9_LH,-34.411,-34.428,52.592
3995,51849,ContA_IPS_2_LH,-59.050,-31.438,55.532
3996,51857,ContA_IPS_3_LH,-53.386,-30.541,54.710
3997,51860,SalVentAttnA_ParMed_5_LH,-14.641,-33.811,49.545
3998,51865,ContA_IPS_3_LH,-51.885,-30.926,52.905
3999,51883,DorsAttnB_PostC_6_LH,-31.834,-34.361,48.667
4000,51896,ContA_IPS_2_LH,-62.698,-34.260,49.695
4001,51901,ContA_IPS_3_LH,-44.512,-31.458,48.834
4002,51934,ContA_IPS_3_LH,-48.113,-31.060,46.347
4003,51940,DefaultA_pCunPCC_10_LH,-1.293,-33.302,47.655
4004,51945,ContA_IPS_3_LH,-43.129,-30.529,46.014
4005,51964,ContA_IPS_3_LH,-41.887,-30.226,44.759
4006,51987,DorsAttnB_PostC_5_LH,-42.056,-30.010,43.691
4007,52005,DorsAttnB_PostC_5_LH,-38.795,-30.922,43.340
4008,52010,DorsAttnB_PostC_5_LH,-44.245,-31.079,42.183
4009,52019,DefaultA_pCunPCC_10_LH,-2.491,-36.399,38.317
4010,52030,DorsAttnB_PostC_5_LH,-44.708,-31.012,41.424
4011,52038,DefaultA_pCunPCC_10_LH,-4.948,-35.453,37.793
4012,52073,DorsAttnB_PostC_5_LH,-38.050,-30.750,41.639
4013,52086,DefaultA_pCunPCC_10_LH,-7.514,-35.181,37.440
4014,52096,SalVentAttnA_ParOper_2_LH,-66.268,-29.840,36.918
4015,52100,SalVentAttnA_ParOper_2_LH,-64.261,-30.495,34.454
4016,52113,DefaultA_pCunPCC_5_LH,-1.971,-33.168,36.299
4017,52131,SalVentAttnA_ParOper_1_LH,-51.446,-34.818,29.036
4018,52133,SalVentAttnA_ParOper_1_LH,-53.240,-35.093,29.847
4019,52162,SomMotB_Aud_7_LH,-43.777,-33.395,24.225
4020,52180,SomMotB_Aud_7_LH,-40.493,-32.712,17.645
4021,52203,SomMotB_Aud_6_LH,-66.394,-29.585,20.952
4022,52207,SomMotB_Aud_7_LH,-36.622,-31.382,17.826
4023,52214,SomMotB_Aud_6_LH,-69.772,-31.040,18.285
4024,52235,SomMotB_Aud_6_LH,-58.852,-30.888,16.866
4025,52255,SomMotB_Aud_6_LH,-70.561,-31.540,15.227
4026,52282,SomMotB_Aud_7_LH,-41.805,-31.546,13.066
4027,52305,Background+FreeSurfer_Defined_Medial_Wall,-1.875,-32.974,8.023
4028,52339,Background+FreeSurfer_Defined_Medial_Wall,-6.778,-33.356,7.316
4029,52340,DefaultB_Temp_7_LH,-51.520,-36.325,2.465
4030,52350,TempPar_5_LH,-63.835,-34.591,3.757
4031,52359,Background+FreeSurfer_Defined_Medial_Wall,-7.543,-33.329,4.447
4032,52366,DefaultB_Temp_7_LH,-56.401,-35.084,1.934
4033,52421,Background+FreeSurfer_Defined_Medial_Wall,-33.004,-32.221,-1.183
4034,52441,Background+FreeSurfer_Defined_Medial_Wall,-33.805,-31.617,-2.332
4035,52442,Background+FreeSurfer_Defined_Medial_Wall,-33.640,-33.399,-3.386
4036,52448,Background+FreeSurfer_Defined_Medial_Wall,-29.795,-32.603,-2.953
4037,52461,DefaultB_Temp_5_LH,-68.300,-31.677,1.159
4038,52463,DefaultB_Temp_5_LH,-71.576,-31.309,-1.537
4039,52485,Background+FreeSurfer_Defined_Medial_Wall,-16.775,-33.159,-6.134
4040,52496,Background+FreeSurfer_Defined_Medial_Wall,-18.782,-33.250,-6.742
4041,52506,Background+FreeSurfer_Defined_Medial_Wall,-13.601,-32.441,-8.356
4042,52511,Background+FreeSurfer_Defined_Medial_Wall,-39.036,-33.266,-8.892
4043,52519,DefaultC_PHC_5_LH,-13.244,-32.503,-9.494
4044,52579,DefaultC_PHC_4_LH,-29.224,-34.500,-15.869
4045,52590,DefaultC_PHC_4_LH,-22.990,-36.056,-18.138
4046,52615,DefaultC_PHC_2_LH,-34.509,-32.099,-16.858
4047,52618,DorsAttnA_TempOcc_1_LH,-46.990,-33.074,-20.149
4048,52634,LimbicA_TempPole_8_LH,-48.811,-33.266,-21.725
4049,52635,LimbicA_TempPole_8_LH,-48.463,-33.869,-23.375
4050,52654,LimbicA_TempPole_10_LH,-38.818,-34.989,-26.242
4051,52658,LimbicA_TempPole_8_LH,-61.607,-34.627,-21.955
4052,52665,LimbicA_TempPole_10_LH,-38.437,-35.675,-27.787
4053,52684,SomMotA_29_LH,-9.938,-31.670,80.598
4054,52693,SomMotA_22_LH,-16.761,-31.330,79.976
4055,52694,SomMotA_29_LH,-9.467,-31.271,79.063
4056,52707,SomMotA_22_LH,-19.800,-32.809,76.696
4057,52708,SomMotA_22_LH,-21.440,-32.254,77.420
4058,52717,SomMotA_28_LH,-5.143,-32.235,75.774
4059,52734,SomMotA_28_LH,-7.234,-32.312,74.679
4060,52759,SomMotA_18_LH,-32.382,-32.611,73.708
4061,52767,SomMotA_28_LH,-8.965,-32.572,71.833
4062,52774,SomMotA_18_LH,-36.692,-32.352,72.679
4063,52796,SomMotA_28_LH,-10.234,-32.333,68.308
4064,52809,SomMotA_9_LH,-45.703,-31.669,67.517
4065,52831,SomMotA_23_LH,-12.863,-31.466,64.723
4066,52860,SomMotA_9_LH,-48.397,-33.090,59.407
4067,52865,SomMotA_9_LH,-46.957,-33.608,58.606
4068,52875,SomMotA_13_LH,-1.303,-32.822,56.201
4069,52876,SomMotA_13_LH,-1.380,-31.672,57.059
4070,52880,SomMotA_9_LH,-40.837,-34.080,55.955
4071,52893,SomMotA_13_LH,-1.498,-32.842,54.101
4072,52908,SomMotA_13_LH,-2.893,-33.075,51.828
4073,52938,DorsAttnB_PostC_3_LH,-55.691,-29.637,55.485
4074,52971,DorsAttnB_PostC_5_LH,-35.604,-34.243,48.374
4075,52973,DorsAttnB_PostC_5_LH,-37.516,-33.704,48.852
4076,52979,ContA_IPS_2_LH,-62.437,-32.689,51.113
4077,52988,DorsAttnB_PostC_3_LH,-51.916,-30.394,49.116
4078,52992,SalVentAttnA_ParMed_5_LH,-15.541,-32.846,45.845
4079,53012,DefaultA_pCunPCC_10_LH,-1.937,-32.205,48.222
4080,53013,DefaultA_pCunPCC_10_LH,-3.057,-31.551,48.292
4081,53027,DefaultA_pCunPCC_10_LH,-4.681,-31.082,47.836
4082,53031,DorsAttnB_PostC_5_LH,-33.690,-33.126,44.191
4083,53034,SalVentAttnA_ParOper_5_LH,-59.362,-33.545,43.732
4084,53050,DefaultA_pCunPCC_10_LH,-0.838,-32.678,43.186
4085,53053,SalVentAttnA_ParMed_2_LH,-9.869,-30.992,44.290
4086,53067,SalVentAttnA_ParMed_2_LH,-11.998,-30.969,42.454
4087,53083,SalVentAttnA_ParMed_2_LH,-16.750,-31.707,40.601
4088,53110,DorsAttnB_PostC_5_LH,-36.311,-30.965,41.092
4089,53119,DorsAttnB_PostC_5_LH,-44.677,-30.243,39.964
4090,53121,DorsAttnB_PostC_5_LH,-46.206,-29.671,40.679
4091,53134,DorsAttnB_PostC_5_LH,-39.171,-29.976,40.306
4092,53164,SalVentAttnA_ParOper_2_LH,-56.529,-34.823,32.606
4093,53173,SalVentAttnA_ParOper_3_LH,-58.421,-34.843,30.992
4094,53186,ContC_Cingp_1_LH,-3.127,-31.502,26.915
4095,53189,ContC_Cingp_1_LH,-6.777,-31.501,27.577
4096,53285,Background+FreeSurfer_Defined_Medial_Wall,-7.437,-32.216,13.652
4097,53293,SomMotB_Aud_4_LH,-52.958,-30.355,14.488
4098,53301,SomMotB_Aud_4_LH,-60.831,-28.537,15.241
4099,53310,SomMotB_Aud_7_LH,-39.539,-31.518,13.283
4100,53350,SomMotB_Aud_5_LH,-43.312,-29.888,12.291
4101,53363,Background+FreeSurfer_Defined_Medial_Wall,-4.981,-32.133,7.994
4102,53367,Background+FreeSurfer_Defined_Medial_Wall,-5.942,-33.140,7.321
4103,53370,Background+FreeSurfer_Defined_Medial_Wall,-6.318,-32.149,5.914
4104,53373,TempPar_5_LH,-59.926,-34.967,2.862
4105,53388,TempPar_5_LH,-60.261,-34.323,1.723
4106,53394,TempPar_5_LH,-67.499,-33.225,2.507
4107,53413,DefaultB_Temp_7_LH,-48.031,-33.502,1.333
4108,53462,Background+FreeSurfer_Defined_Medial_Wall,-16.009,-31.894,-3.851
4109,53483,DefaultB_Temp_5_LH,-59.850,-30.625,-1.193
4110,53501,Background+FreeSurfer_Defined_Medial_Wall,-28.575,-31.730,-4.878
4111,53509,DefaultB_Temp_5_LH,-54.432,-30.443,-0.587
4112,53520,Background+FreeSurfer_Defined_Medial_Wall,-35.070,-32.041,-5.655
4113,53525,Background+FreeSurfer_Defined_Medial_Wall,-16.873,-33.091,-7.945
4114,53532,Background+FreeSurfer_Defined_Medial_Wall,-38.659,-32.102,-7.607
4115,53536,DefaultB_Temp_5_LH,-69.883,-30.019,-10.740
4116,53546,Background+FreeSurfer_Defined_Medial_Wall,-22.489,-32.487,-8.620
4117,53560,Background+FreeSurfer_Defined_Medial_Wall,-38.098,-33.775,-10.190
4118,53564,DefaultC_PHC_4_LH,-13.756,-31.808,-10.836
4119,53565,Background+FreeSurfer_Defined_Medial_Wall,-14.578,-30.819,-10.467
4120,53570,Background+FreeSurfer_Defined_Medial_Wall,-26.446,-32.780,-10.747
4121,53578,ContB_Temp_1_LH,-61.572,-32.909,-12.577
4122,53609,DefaultC_PHC_4_LH,-17.376,-34.237,-17.053
4123,53616,DefaultC_PHC_2_LH,-32.780,-33.321,-15.656
4124,53619,DefaultC_PHC_2_LH,-34.767,-33.224,-15.463
4125,53620,ContB_Temp_1_LH,-57.730,-34.650,-14.239
4126,53642,ContB_Temp_1_LH,-60.137,-34.896,-15.362
4127,53644,DefaultC_PHC_4_LH,-19.487,-34.256,-18.872
4128,53650,ContB_Temp_1_LH,-54.484,-32.649,-16.773
4129,53655,ContB_Temp_1_LH,-67.751,-35.267,-15.769
4130,53665,ContB_Temp_1_LH,-58.297,-33.969,-17.551
4131,53679,ContB_Temp_1_LH,-67.126,-35.751,-19.830
4132,53690,ContB_Temp_1_LH,-63.547,-36.264,-23.356
4133,53692,ContB_Temp_1_LH,-65.804,-36.107,-21.936
4134,53694,DefaultC_PHC_2_LH,-33.010,-30.868,-18.396
4135,53701,ContB_Temp_1_LH,-62.431,-36.078,-22.229
4136,53708,LimbicA_TempPole_10_LH,-41.137,-33.496,-22.506
4137,53713,LimbicA_TempPole_10_LH,-26.628,-30.297,-23.017
4138,53716,DefaultC_PHC_2_LH,-29.131,-29.407,-21.711
4139,53723,LimbicA_TempPole_10_LH,-26.622,-30.060,-24.249
4140,53734,LimbicA_TempPole_10_LH,-29.241,-32.127,-26.649
4141,53735,LimbicA_TempPole_10_LH,-37.334,-35.158,-28.315
4142,53740,LimbicA_TempPole_8_LH,-65.169,-33.639,-24.207
4143,53753,LimbicA_TempPole_8_LH,-56.119,-31.905,-29.084
4144,53757,LimbicA_TempPole_8_LH,-63.501,-33.952,-26.639
4145,53759,SomMotA_29_LH,-12.977,-30.302,80.668
4146,53773,SomMotA_29_LH,-11.443,-30.011,78.521
4147,53776,SomMotA_22_LH,-19.352,-31.724,78.568
4148,53782,SomMotA_22_LH,-25.105,-30.469,77.631
4149,53790,SomMotA_22_LH,-22.209,-30.947,78.228
4150,53812,SomMotA_29_LH,-13.633,-30.382,73.964
4151,53859,SomMotA_28_LH,-10.842,-31.356,68.303
4152,53907,SomMotA_9_LH,-49.260,-31.712,63.163
4153,53914,SomMotA_23_LH,-16.579,-30.030,62.009
4154,53918,SomMotA_9_LH,-49.933,-31.689,61.614
4155,53920,SomMotA_13_LH,-2.133,-30.519,59.998
4156,53934,SomMotA_23_LH,-18.206,-29.630,60.596
4157,53957,SomMotA_9_LH,-42.981,-32.927,54.286
4158,53992,SalVentAttnA_ParMed_5_LH,-9.945,-31.982,48.374
4159,53996,DorsAttnB_PostC_5_LH,-39.029,-33.000,49.310
4160,54033,DorsAttnB_PostC_3_LH,-51.598,-29.557,46.996
4161,54056,DorsAttnB_PostC_3_LH,-50.283,-29.211,45.110
4162,54059,SalVentAttnA_ParOper_5_LH,-62.373,-32.609,44.356
4163,54084,SalVentAttnA_ParOper_5_LH,-58.743,-32.768,40.907
4164,54157,DorsAttnB_PostC_5_LH,-43.948,-29.433,38.952
4165,54182,ContC_Cingp_2_LH,-1.027,-31.430,30.652
4166,54230,Background+FreeSurfer_Defined_Medial_Wall,-0.639,-30.668,24.410
4167,54247,SomMotB_S2_3_LH,-37.562,-29.724,20.093
4168,54248,SomMotB_Aud_7_LH,-43.013,-33.417,20.551
4169,54254,SomMotB_S2_3_LH,-36.464,-30.279,20.525
4170,54267,SomMotB_Aud_7_LH,-39.919,-31.024,17.201
4171,54271,SomMotB_Ins_1_LH,-35.492,-29.889,19.787
4172,54276,SomMotB_Aud_6_LH,-67.683,-28.507,18.636
4173,54278,SomMotB_Ins_1_LH,-36.113,-29.430,18.232
4174,54286,SomMotB_Aud_6_LH,-65.806,-27.525,17.232
4175,54326,Background+FreeSurfer_Defined_Medial_Wall,-7.450,-32.518,12.459
4176,54335,SomMotB_Aud_4_LH,-52.817,-29.632,14.002
4177,54382,Background+FreeSurfer_Defined_Medial_Wall,-7.055,-32.353,11.170
4178,54383,Background+FreeSurfer_Defined_Medial_Wall,-7.765,-30.418,10.427
4179,54394,Background+FreeSurfer_Defined_Medial_Wall,-1.032,-31.839,9.742
4180,54398,Background+FreeSurfer_Defined_Medial_Wall,-6.092,-32.176,10.097
4181,54407,Background+FreeSurfer_Defined_Medial_Wall,-5.413,-31.968,9.363
4182,54408,Background+FreeSurfer_Defined_Medial_Wall,-6.004,-30.924,7.806
4183,54414,Background+FreeSurfer_Defined_Medial_Wall,-6.188,-30.730,6.238
4184,54423,TempPar_5_LH,-64.188,-32.840,2.048
4185,54462,DefaultB_Temp_7_LH,-46.444,-30.742,0.802
4186,54483,DefaultB_Temp_5_LH,-70.480,-29.398,0.055
4187,54491,DefaultB_Temp_7_LH,-48.000,-29.881,-1.458
4188,54529,DefaultB_Temp_5_LH,-58.398,-29.383,-0.723
4189,54534,Background+FreeSurfer_Defined_Medial_Wall,-21.005,-30.349,-5.572
4190,54544,DefaultB_Temp_7_LH,-48.908,-28.653,-3.310
4191,54560,DefaultB_Temp_5_LH,-70.539,-29.589,-9.300
4192,54562,Background+FreeSurfer_Defined_Medial_Wall,-18.324,-31.606,-8.667
4193,54573,Background+FreeSurfer_Defined_Medial_Wall,-17.459,-31.494,-9.608
4194,54600,Background+FreeSurfer_Defined_Medial_Wall,-37.276,-31.476,-11.963
4195,54615,DefaultC_PHC_4_LH,-15.121,-31.373,-14.218
4196,54619,Background+FreeSurfer_Defined_Medial_Wall,-28.726,-30.912,-12.730
4197,54630,DefaultC_PHC_4_LH,-16.553,-31.610,-16.844
4198,54652,ContB_Temp_1_LH,-62.652,-33.007,-13.584
4199,54673,ContB_Temp_1_LH,-68.396,-34.105,-14.148
4200,54680,LimbicA_TempPole_10_LH,-42.481,-31.447,-19.321
4201,54703,ContB_Temp_1_LH,-68.599,-32.781,-19.646
4202,54707,LimbicA_TempPole_10_LH,-44.998,-31.876,-21.491
4203,54712,ContB_Temp_1_LH,-60.722,-34.188,-21.361
4204,54719,LimbicA_TempPole_10_LH,-41.193,-31.314,-21.621
4205,54737,LimbicA_TempPole_10_LH,-41.382,-32.516,-24.426
4206,54742,DefaultB_Temp_2_LH,-59.098,-31.447,-20.143
4207,54744,LimbicA_TempPole_10_LH,-28.100,-28.125,-24.727
4208,54753,LimbicA_TempPole_10_LH,-27.128,-28.969,-25.303
4209,54754,LimbicA_TempPole_10_LH,-27.884,-27.891,-26.464
4210,54760,LimbicA_TempPole_8_LH,-64.219,-32.078,-24.094
4211,54764,LimbicA_TempPole_10_LH,-34.636,-32.483,-28.957
4212,54775,LimbicA_TempPole_10_LH,-37.488,-32.501,-29.464
4213,54783,SomMotA_29_LH,-13.188,-29.199,79.525
4214,54786,SomMotA_22_LH,-16.105,-29.317,79.991
4215,54793,SomMotA_22_LH,-20.442,-28.894,78.876
4216,54828,SomMotA_24_LH,-1.738,-30.772,74.315
4217,54844,SomMotA_16_LH,-33.200,-29.519,73.952
4218,54849,SomMotA_23_LH,-16.105,-29.467,71.351
4219,54865,SomMotA_16_LH,-38.866,-29.273,71.605
4220,54883,SomMotA_23_LH,-22.795,-28.938,68.543
4221,54896,SomMotA_23_LH,-24.252,-28.832,67.745
4222,54903,SomMotA_23_LH,-18.190,-29.255,67.079
4223,54976,SomMotA_23_LH,-19.866,-29.699,60.977
4224,55009,SomMotA_13_LH,-2.249,-29.303,58.406
4225,55014,SomMotA_23_LH,-22.539,-28.999,57.896
4226,55026,SomMotA_16_LH,-23.370,-28.530,57.240
4227,55047,SomMotA_9_LH,-43.361,-30.934,52.904
4228,55065,DorsAttnB_PostC_3_LH,-57.789,-28.033,54.634
4229,55077,ContA_IPS_2_LH,-61.560,-28.782,52.669
4230,55098,SalVentAttnA_ParMed_5_LH,-12.914,-30.955,45.209
4231,55125,SalVentAttnA_ParOper_5_LH,-65.431,-31.400,45.355
4232,55126,DefaultA_pCunPCC_10_LH,-1.998,-29.143,47.476
4233,55138,DefaultA_pCunPCC_10_LH,-0.908,-29.947,44.829
4234,55150,SalVentAttnA_ParOper_5_LH,-64.848,-32.416,43.472
4235,55162,SalVentAttnA_ParOper_5_LH,-60.604,-31.682,41.426
4236,55174,SalVentAttnA_ParOper_5_LH,-59.284,-31.316,40.291
4237,55202,DefaultA_pCunPCC_7_LH,-1.009,-31.330,37.500
4238,55230,DorsAttnB_PostC_5_LH,-41.666,-29.297,38.849
4239,55252,SalVentAttnA_ParOper_5_LH,-56.836,-32.662,34.523
4240,55261,SalVentAttnA_ParOper_5_LH,-58.870,-33.271,32.627
4241,55283,SalVentAttnA_ParOper_3_LH,-53.810,-33.456,26.876
4242,55289,SalVentAttnA_ParOper_1_LH,-46.821,-31.700,26.433
4243,55300,ContC_Cingp_2_LH,-6.502,-29.855,27.489
4244,55327,SomMotB_S2_3_LH,-36.836,-28.823,21.034
4245,55342,SomMotB_S2_7_LH,-46.540,-32.647,21.913
4246,55367,SomMotB_S2_7_LH,-42.307,-30.547,16.309
4247,55375,Background+FreeSurfer_Defined_Medial_Wall,-0.132,-30.058,17.609
4248,55380,Background+FreeSurfer_Defined_Medial_Wall,-0.438,-30.201,16.097
4249,55397,SomMotB_Aud_6_LH,-67.853,-26.395,16.132
4250,55401,Background+FreeSurfer_Defined_Medial_Wall,-1.388,-30.270,13.895
4251,55430,SomMotB_Aud_5_LH,-39.388,-30.391,13.991
